Mean_IP,Std_IP,Ex_Kurt_IP,Skew_IP,Mean_DM_SNR,Std_DM_SNR,Ex_Kurt_DM_SNR,Skew_DM_SNR,Class
30.03125,29.53148148,6.377925998,44.53515819,106.1036789,84.60717385,0.206473834,-1.143011984,1
96.953125,35.61992494,0.551851658,2.333916069,2.75,19.03065319,8.233221891,75.56914246,0
126.359375,48.52652857,0.026605536,0.049189784,28.10702341,62.48241426,1.957874782,2.248986338,0
63.6015625,38.50717057,2.261648047,6.779405708,36.20234114,65.77644714,1.649390041,1.558690262,1
85.0390625,42.47377911,0.702684752,1.556037117,64.21571906,82.89179969,0.536325086,-1.664446583,0
46.0234375,37.86416199,3.155475572,11.64048548,67.1229097,67.46469988,0.798529409,-0.032071715,1
80.2890625,39.47628884,1.899129336,6.33891946,16.4264214,51.94941041,3.126073762,8.427883079,1
153.7109375,49.49623602,-0.458991437,0.048143286,77.590301,85.71631698,0.384767169,-1.568389222,0
108.75,35.23426067,0.015363188,2.173706261,4.137959866,28.24901568,7.000513841,48.67863542,0
130.40625,59.92331525,-0.429570461,-0.578362987,151.0961538,48.20351177,-2.018626451,3.70636169,0
62.1640625,45.52056152,2.438793131,6.897894438,16.84615385,49.43283417,3.102149052,8.877464039,1
119.984375,52.33425987,0.347714433,-0.179061253,13.60033445,46.52741271,3.553471573,11.67551511,0
27.265625,37.3886857,4.432206376,19.82980533,94.27675585,62.46036465,0.642852525,0.076265507,1
122.28125,54.62370386,0.002341412,-0.41012005,0.927257525,10.83660461,16.4484886,321.7412193,0
72.2109375,34.21545985,1.712771666,7.033579384,14.20150502,45.39485294,3.140701444,8.531172145,1
11.984375,34.36476765,5.537336821,31.71130059,135.3645485,72.54233602,-0.214302392,-0.918832575,1
127.515625,44.90301778,0.183290432,0.120411443,1.182274247,11.57772427,13.29699337,226.3024785,0
89.4609375,35.76636477,0.819673177,2.623077717,3.394648829,21.4067888,7.316992324,59.719739,0
113.1328125,56.99621302,0.097122856,-0.639522154,5.027591973,25.01645093,6.142164519,41.66437786,0
18.8515625,27.89995795,6.442400642,45.41388046,154.7968227,67.85918695,-0.349759232,-0.790003375,1
150.296875,57.74964277,-0.313894204,-0.568722134,11.09949833,43.81296863,4.429270911,18.97526667,0
89.6796875,40.29887049,1.05700675,1.97204155,12.81020067,42.5175934,3.550624631,12.28484441,1
99.4609375,47.87400494,0.527089891,0.277989322,1.084448161,12.59507225,14.95369044,251.2327208,0
62.40625,42.81746094,2.005163265,6.355752862,7.090301003,31.14662497,4.883559124,25.09723282,1
96.1171875,44.5679995,0.413958217,0.499403611,8.392976589,37.74488936,4.507465521,19.22888943,0
78.421875,33.08171922,2.05681164,9.630447686,2.002508361,19.73526698,10.65475461,116.1453043,1
119.3828125,47.71581255,-0.042946129,0.404688124,1.642976589,13.77987939,11.95647953,170.3739221,0
55.34375,47.06452311,2.27949841,5.515417343,19.95568562,49.66663661,2.870992511,8.138785645,1
124.7421875,62.55013565,0.108333984,-0.971102403,57.32441472,86.13998547,0.984588969,-0.844287535,0
127.8125,48.32260567,0.196674423,-0.289863998,2.523411371,15.87088225,9.076956147,101.4289524,0
70.2421875,62.11591308,1.467380578,1.379962883,80.69816054,75.42230069,0.516624722,-0.891577062,1
67.71875,32.79384887,2.521937363,12.73157816,6.147157191,33.17955737,5.643942499,31.48066694,1
82.328125,33.7622916,1.403836161,5.352269655,2.086120401,18.42289658,9.510244416,94.88604956,1
118.8828125,55.16291512,-0.024708789,-0.471540254,2.035117057,16.2679416,11.12452937,141.338692,0
109.1796875,49.08004202,0.152675153,-0.069345956,5.420568562,31.76712208,6.233753222,38.66114671,0
46.9375,40.08131384,3.669646083,14.43963434,103.6204013,82.38329976,0.018273777,-1.259884185,1
20.8203125,41.02160894,4.35255885,18.57683194,121.9481605,58.3881086,0.133757365,-0.185312647,1
104.1796875,46.56974501,0.420015592,0.828797922,1.176421405,12.91352041,13.16504916,198.2617233,1
117.9140625,64.28088112,0.062210015,-1.135840371,3.019230769,21.22113538,8.37392441,75.47712321,0
81.890625,43.73021595,1.331003507,3.066019135,11.89882943,40.50751157,3.792163135,14.48240675,1
125.4375,61.05987712,0.250845506,-1.077391056,12.51672241,44.76171271,3.609944226,11.92816347,0
25.296875,39.15660851,4.450881677,19.67773429,88.72324415,57.10776788,1.168896762,0.945171619,1
72.734375,38.52809129,2.195396957,6.201500447,62.4632107,77.51439278,0.913483452,-0.483853847,1
123.0625,42.7552537,0.163833643,0.906861182,4.989966555,23.09653074,5.392989091,33.09780669,0
66.6875,48.25093101,1.567932843,2.827568398,26.14966555,57.48025842,2.216428138,3.905750406,1
76.671875,50.07230855,1.797571445,3.100705383,1.289297659,11.07083845,16.43405227,314.1971868,1
120.671875,47.35654479,0.053337715,0.247931324,2.887959866,18.40552544,8.392178492,81.17004895,0
118.1953125,44.2042593,0.284707823,0.586571789,2.778428094,14.79848709,8.459526087,97.7828769,0
70.4921875,36.51241144,2.256866729,9.635625503,9.362876254,36.22604746,4.823065408,24.72999447,1
105.078125,50.69880567,0.492374606,0.307741631,2.593645485,14.85663123,8.86161041,102.9593009,0
8.84375,31.10226014,7.147370032,51.3090457,151.7140468,75.04943858,-0.210533461,-1.278222193,1
45.1796875,33.57417944,3.860705591,19.01679504,51.35953177,74.69868907,1.371305122,0.587868258,1
27.546875,24.77204176,6.758971677,55.9693161,74.39464883,77.08591896,0.86353316,-0.423537357,1
30.9140625,37.96894853,4.162402185,18.53781949,59.63795987,66.7333224,1.025426279,0.289485279,1
133.828125,37.74422749,0.219207644,1.359279387,37.06772575,72.85087803,1.471150786,0.205181974,0
56.09375,37.82369411,2.44164557,9.562797275,9.288461538,39.60656723,4.651450959,21.28355403,1
116.5703125,46.76849293,0.355035154,-0.015581066,3.700668896,20.66185067,7.510826871,65.932084,0
65.15625,35.38172142,2.817301139,12.33461874,11.09698997,39.26471721,4.352119246,19.88382492,1
103.125,46.40447177,0.18979515,-0.091745533,0.2909699,7.664622639,31.31226734,1022.201175,0
76.890625,43.79162919,1.390849204,2.472939287,5.550167224,29.8579131,6.281987155,40.44384599,1
110.6953125,42.2902099,-0.017400862,0.701464381,1.16722408,15.16780594,13.76584457,194.6408589,0
25.8828125,38.00670605,4.513053034,21.45892946,85.52508361,59.23094254,0.778190103,0.460438719,1
72.5546875,43.58268159,1.195781848,2.473270911,6.727424749,34.66421753,5.413840112,29.12908212,1
120.9453125,53.98137824,0.264805691,-0.195349818,2.809364548,15.79759452,8.537651435,95.11009311,0
100.609375,40.36169176,0.423364118,1.25980291,0.722408027,9.549109095,19.07499425,446.0699191,1
104.3984375,45.17506569,0.529472406,1.047006985,5.922240803,31.43174599,5.69367877,32.72252724,1
41.890625,47.21133245,3.003052883,8.580386053,71.99331104,73.06713335,1.093608625,-0.078809505,1
115.1015625,39.50728569,0.419871139,1.191035162,1.222408027,11.98148095,13.27578796,216.0361084,0
77.6328125,37.17754512,0.775592577,2.811337943,2.52090301,15.77608996,8.724039468,93.93869995,0
116.5234375,59.82016864,0.232892693,-0.459666376,2.862876254,21.44229855,8.203109615,70.990128,0
111.59375,44.50376345,0.582978235,1.501295746,12.77508361,46.11078431,3.650105151,12.21848273,0
8.375,33.25187965,6.143548189,38.72489612,113.8687291,66.35820746,0.254297556,-1.026766473,1
84.3046875,38.20556213,1.224936489,3.247342726,55.93143813,75.82274688,0.920049101,-0.681004384,0
70.6796875,42.33865211,1.953791964,6.084634634,20.90301003,57.83641408,2.779721174,6.402859472,1
114.4140625,38.39240797,0.085535315,1.285748601,2.397993311,15.95668665,10.25645662,127.5963215,0
113.5625,45.02113219,0.141473806,-0.00052033,1.548494983,13.84548594,11.78972755,166.1104013,0
116.3203125,48.69819902,0.331506286,0.640744905,1.502508361,11.03282547,13.56838477,255.2151904,0
122.28125,42.40208159,-0.035343872,0.529026403,2.947324415,21.09533388,8.096812744,70.03126777,0
111.8046875,42.67428576,0.234267698,0.224623743,26.22993311,66.65348526,2.161621511,2.717103997,0
10.71875,30.84612453,6.234221114,40.41800566,110.0434783,70.86350898,0.078696343,-0.926748337,1
66.4921875,33.84292672,2.542730429,10.99489305,7.834448161,33.66162057,5.091572704,26.9122828,1
106.5390625,44.63040975,0.435295748,1.073814525,40.07525084,75.87017619,1.379160587,-0.060185328,0
124.0546875,54.16385854,0.174657155,-0.266440681,31.48996656,66.52779287,1.805223566,1.629786163,0
40.0625,30.72172226,4.793532449,26.39181309,23.04264214,51.41679014,2.58429066,6.33090683,1
107.09375,37.85425123,0.336808205,1.152894169,1.090301003,11.0354494,14.9502282,277.88861,0
49.984375,62.45460656,1.899144532,2.414101758,163.0150502,66.56060513,-0.89619592,-0.404415967,1
10.75,37.03925283,5.326652756,28.12321137,108.5443144,66.54038336,0.381339773,-0.816997109,1
124.2421875,53.64957859,0.264862817,-0.407546779,1.071906355,9.942468959,17.31939298,385.1014122,0
135.953125,46.87730984,0.108746126,-0.011254562,2.201505017,17.19561947,8.98690529,90.15211043,0
139.7421875,53.50485464,-0.20732335,-0.09466736,3.134615385,17.69084488,7.949859147,76.0577491,0
85.71875,39.51363244,1.889408946,5.926838733,34.22993311,69.79415367,1.821871545,1.8100625,1
29.3671875,36.94693642,4.385205196,21.07691155,12.69648829,38.2098022,3.631536923,13.70624795,1
137.75,51.56731038,-0.204780636,-0.122476171,111.027592,77.89253858,-0.363839554,-1.348618574,0
105.921875,43.87760131,0.586689392,0.440956743,8.006688963,34.90773729,4.506391175,19.87915731,1
119.421875,50.96055604,0.117121033,-0.342901434,1.382107023,14.86816022,12.32538659,164.2564113,0
148.125,48.7278796,-0.20031205,-0.258016951,4.805183946,29.64626469,6.266941914,38.83729941,0
112.3125,44.83176016,0.270824203,0.561245838,1.219063545,11.59664225,13.46452119,230.0604267,1
138.6796875,45.97331658,-0.194927599,-0.024402231,15.12374582,42.67887486,2.850334603,7.485031074,0
8.2265625,30.90489819,7.627580248,57.07049316,149.777592,65.43616742,-0.331612418,-0.497152087,1
37.328125,43.89780557,3.217384472,10.50467693,107.1020067,50.97228209,1.015687661,0.495303231,1
92.7109375,50.13141361,1.128727696,1.43453526,11.52090301,39.2643949,3.568839975,12.3431203,1
112.6875,42.20758781,0.187054653,0.498764148,1.176421405,10.51618338,15.01307448,304.0008335,0
31.0390625,42.81617728,3.486639541,12.31109378,62.26003344,67.15053305,0.962186077,0.008609376,1
101.8359375,42.02338957,0.449803878,0.507436267,4.075250836,22.32766082,6.246001503,42.84267547,0
121.0078125,47.17694354,0.229708131,0.09133623,2.036789298,14.69063307,9.546051121,112.1317212,0
87.5546875,38.99094618,0.612620871,1.69943492,2.647157191,18.84315433,8.244277356,75.56304754,0
137.1875,58.42272541,-0.034327333,-0.833733767,3.143812709,17.19330546,8.238180942,85.1123936,0
34.640625,34.89823025,3.799228584,16.54454213,88.93394649,65.976393,0.23714692,-0.338388229,1
37.5625,34.6903152,4.315628088,21.67115274,42.50752508,64.10435767,1.573429201,1.678113162,1
120.828125,55.06233816,0.450009506,-0.185970298,4.928093645,29.9448464,6.346589648,40.28723194,0
13.375,30.81116884,5.990130787,37.607824,71.54347826,65.80815293,0.968716634,0.23007418,1
43.1640625,35.50435214,4.348185744,20.9804408,98.0,84.99972457,0.219020176,-1.385648945,1
109.3203125,51.89260749,0.386717797,0.032412194,1.678093645,12.54567128,12.57411112,204.9312164,1
68.46875,40.7509466,2.093170556,5.353432556,53.85284281,32.9225058,-0.731595828,0.309300434,1
52.515625,32.02562069,3.208476087,16.74404683,15.84949833,45.81554655,3.194261063,9.836929323,1
67.0234375,33.73575274,2.062084654,7.6813938,11.07692308,44.31387859,4.049321684,15.23666699,1
108.4765625,47.31261804,0.51773189,-0.024432135,2.484113712,18.10889345,9.009573573,91.44550354,0
122.4765625,41.54947443,0.284662637,0.984387061,3.428929766,24.14042251,7.669262971,61.49419834,0
113.5078125,43.5132875,0.084470213,0.319529919,0.757525084,12.13220383,17.95254552,336.5721785,0
107.9140625,44.14536133,0.600735127,1.273469816,1.474080268,12.41136456,12.96365039,207.9256278,0
82.2890625,31.60576301,2.50350864,11.83244457,54.85200669,81.40398865,1.053516718,-0.515394386,1
141.65625,49.10168618,-0.474854264,0.099495417,0.995819398,10.47424693,15.91899075,322.1493691,0
16.5546875,47.36358843,4.062784725,15.06497082,112.583612,58.80159542,0.404615957,-0.285589629,1
86.1015625,46.12056887,1.335441841,2.940783765,6.113712375,32.53460385,5.708073226,32.67639852,1
81.2265625,41.57940725,1.321745334,3.414827074,3.391304348,24.44423846,7.773896684,62.38864946,1
107.15625,48.91214022,0.528849087,-0.066388501,2.806020067,18.45678757,9.858529587,107.8661829,0
120.3671875,46.0963446,0.159430073,0.141215338,3.724080268,22.09838419,7.42592784,61.49485106,0
81.953125,48.55214004,1.031327331,1.298143915,3.736622074,23.71193545,7.977269659,68.12710465,1
80.9609375,35.17332138,2.183944861,8.837161121,12.57608696,41.9203345,3.752025145,13.96083946,1
123.21875,55.09919145,0.124794349,-0.309866307,2.611204013,16.24808221,9.247280273,104.7548491,0
119.9609375,45.99836993,-0.04475224,0.298828418,3.295986622,21.9239187,7.636629264,62.86318945,0
